core_name,split,img_path,annotation_id,annotator,comentario,created_at,data,id,lead_time,motivo,score,updated_at,crop_filename
112_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\112_jpg.rf.1f0aa54d9b7400df7d6795bc2b24651d.jpg,157.0,1.0,,2025-09-12T05:45:37.979400Z,/data/upload/2/295053ca-112_jpg.rf.4b78c84562d5751fffa3104b5c424369.jpg,154.0,11.435,,"[{""number"":100}]",2025-09-12T05:45:37.979454Z,crop_train_112_jpg.rf.1f0aa54d9b7400df7d6795bc2b24651d.jpg
112_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\112_jpg.rf.3b0773602c561facfed10e991506bfc0.jpg,157.0,1.0,,2025-09-12T05:45:37.979400Z,/data/upload/2/295053ca-112_jpg.rf.4b78c84562d5751fffa3104b5c424369.jpg,154.0,11.435,,"[{""number"":100}]",2025-09-12T05:45:37.979454Z,crop_train_112_jpg.rf.3b0773602c561facfed10e991506bfc0.jpg
112_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\112_jpg.rf.4b78c84562d5751fffa3104b5c424369.jpg,157.0,1.0,,2025-09-12T05:45:37.979400Z,/data/upload/2/295053ca-112_jpg.rf.4b78c84562d5751fffa3104b5c424369.jpg,154.0,11.435,,"[{""number"":100}]",2025-09-12T05:45:37.979454Z,crop_train_112_jpg.rf.4b78c84562d5751fffa3104b5c424369.jpg
11_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\11_jpg.rf.1d6a02483ef8f6bbd92937155b4803a1.jpg,127.0,1.0,,2025-09-12T05:34:47.085387Z,/data/upload/2/0cc27140-11_jpg.rf.1d6a02483ef8f6bbd92937155b4803a1.jpg,124.0,10.655,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":80}]",2025-09-12T05:34:47.085458Z,crop_train_11_jpg.rf.1d6a02483ef8f6bbd92937155b4803a1.jpg
11_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\11_jpg.rf.bc216dc89f4f31f87b3cd5d6f56d9e36.jpg,127.0,1.0,,2025-09-12T05:34:47.085387Z,/data/upload/2/0cc27140-11_jpg.rf.1d6a02483ef8f6bbd92937155b4803a1.jpg,124.0,10.655,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":80}]",2025-09-12T05:34:47.085458Z,crop_train_11_jpg.rf.bc216dc89f4f31f87b3cd5d6f56d9e36.jpg
11_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\11_jpg.rf.cff26b87fe340eafa35afe97554f4cff.jpg,127.0,1.0,,2025-09-12T05:34:47.085387Z,/data/upload/2/0cc27140-11_jpg.rf.1d6a02483ef8f6bbd92937155b4803a1.jpg,124.0,10.655,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":80}]",2025-09-12T05:34:47.085458Z,crop_train_11_jpg.rf.cff26b87fe340eafa35afe97554f4cff.jpg
121_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\121_jpg.rf.28a0becbfbeec534b9771d1c2b7c24fa.jpg,158.0,1.0,,2025-09-12T05:46:02.984278Z,/data/upload/2/b9287e4c-121_jpg.rf.ac98c5f7c754a0b49869598c2b4c8c43.jpg,155.0,24.418,"{""choices"":[""Pan quemado"",""Desordenado"",""Falta de ingrediente""]}","[{""number"":20}]",2025-09-12T05:46:02.984321Z,crop_train_121_jpg.rf.28a0becbfbeec534b9771d1c2b7c24fa.jpg
121_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\121_jpg.rf.888b1887e0dab9fcf8a7cfc5dfba995b.jpg,158.0,1.0,,2025-09-12T05:46:02.984278Z,/data/upload/2/b9287e4c-121_jpg.rf.ac98c5f7c754a0b49869598c2b4c8c43.jpg,155.0,24.418,"{""choices"":[""Pan quemado"",""Desordenado"",""Falta de ingrediente""]}","[{""number"":20}]",2025-09-12T05:46:02.984321Z,crop_train_121_jpg.rf.888b1887e0dab9fcf8a7cfc5dfba995b.jpg
121_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\121_jpg.rf.ac98c5f7c754a0b49869598c2b4c8c43.jpg,158.0,1.0,,2025-09-12T05:46:02.984278Z,/data/upload/2/b9287e4c-121_jpg.rf.ac98c5f7c754a0b49869598c2b4c8c43.jpg,155.0,24.418,"{""choices"":[""Pan quemado"",""Desordenado"",""Falta de ingrediente""]}","[{""number"":20}]",2025-09-12T05:46:02.984321Z,crop_train_121_jpg.rf.ac98c5f7c754a0b49869598c2b4c8c43.jpg
1234_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\1234_jpg.rf.79885d16caa50c54ada478a646ada270.jpg,160.0,1.0,,2025-09-12T05:49:17.469664Z,/data/upload/2/8a5b64af-1234_jpg.rf.fefcc04f7ff90402990aa412ec0d60df.jpg,157.0,180.871,Buen balance visual,"[{""number"":90}]",2025-09-12T05:49:17.469694Z,crop_train_1234_jpg.rf.79885d16caa50c54ada478a646ada270.jpg
1234_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\1234_jpg.rf.e0e58b6be3c1a3d1b993df1e24ebb8c4.jpg,160.0,1.0,,2025-09-12T05:49:17.469664Z,/data/upload/2/8a5b64af-1234_jpg.rf.fefcc04f7ff90402990aa412ec0d60df.jpg,157.0,180.871,Buen balance visual,"[{""number"":90}]",2025-09-12T05:49:17.469694Z,crop_train_1234_jpg.rf.e0e58b6be3c1a3d1b993df1e24ebb8c4.jpg
1234_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\1234_jpg.rf.fefcc04f7ff90402990aa412ec0d60df.jpg,160.0,1.0,,2025-09-12T05:49:17.469664Z,/data/upload/2/8a5b64af-1234_jpg.rf.fefcc04f7ff90402990aa412ec0d60df.jpg,157.0,180.871,Buen balance visual,"[{""number"":90}]",2025-09-12T05:49:17.469694Z,crop_train_1234_jpg.rf.fefcc04f7ff90402990aa412ec0d60df.jpg
123_jpeg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\123_jpeg.rf.467f6218cb80c821f23a1fa4bc782970.jpg,159.0,1.0,,2025-09-12T05:46:15.969095Z,/data/upload/2/3cbd2458-123_jpeg.rf.8e718a7fd7e4d15ea9315d9b049eb267.jpg,156.0,12.167,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":80}]",2025-09-12T05:46:15.969159Z,crop_train_123_jpeg.rf.467f6218cb80c821f23a1fa4bc782970.jpg
123_jpeg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\123_jpeg.rf.802fb8bd34604d2d51849fa41777ec11.jpg,159.0,1.0,,2025-09-12T05:46:15.969095Z,/data/upload/2/3cbd2458-123_jpeg.rf.8e718a7fd7e4d15ea9315d9b049eb267.jpg,156.0,12.167,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":80}]",2025-09-12T05:46:15.969159Z,crop_train_123_jpeg.rf.802fb8bd34604d2d51849fa41777ec11.jpg
123_jpeg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\123_jpeg.rf.8e718a7fd7e4d15ea9315d9b049eb267.jpg,159.0,1.0,,2025-09-12T05:46:15.969095Z,/data/upload/2/3cbd2458-123_jpeg.rf.8e718a7fd7e4d15ea9315d9b049eb267.jpg,156.0,12.167,"{""choices"":[""Falta de ingrediente"",""Buen balance visual""]}","[{""number"":80}]",2025-09-12T05:46:15.969159Z,crop_train_123_jpeg.rf.8e718a7fd7e4d15ea9315d9b049eb267.jpg
14_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\14_jpg.rf.794d6b51f7ad03783fff3c4bed106dcf.jpg,128.0,1.0,,2025-09-12T05:34:52.927825Z,/data/upload/2/2793fc67-14_jpg.rf.794d6b51f7ad03783fff3c4bed106dcf.jpg,125.0,5.271,Buen balance visual,"[{""number"":90}]",2025-09-12T05:34:52.927874Z,crop_train_14_jpg.rf.794d6b51f7ad03783fff3c4bed106dcf.jpg
14_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\14_jpg.rf.a4cf9c7ef355410c740174db861f08f7.jpg,128.0,1.0,,2025-09-12T05:34:52.927825Z,/data/upload/2/2793fc67-14_jpg.rf.794d6b51f7ad03783fff3c4bed106dcf.jpg,125.0,5.271,Buen balance visual,"[{""number"":90}]",2025-09-12T05:34:52.927874Z,crop_train_14_jpg.rf.a4cf9c7ef355410c740174db861f08f7.jpg
14_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\14_jpg.rf.c18e8a28f33c9b2c615d24703e36c604.jpg,128.0,1.0,,2025-09-12T05:34:52.927825Z,/data/upload/2/2793fc67-14_jpg.rf.794d6b51f7ad03783fff3c4bed106dcf.jpg,125.0,5.271,Buen balance visual,"[{""number"":90}]",2025-09-12T05:34:52.927874Z,crop_train_14_jpg.rf.c18e8a28f33c9b2c615d24703e36c604.jpg
15_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\15_jpg.rf.8490d9f6d2ecd94992a0c5a376952389.jpg,129.0,1.0,,2025-09-12T05:34:58.353062Z,/data/upload/2/6d57b742-15_jpg.rf.cb57dd8ba39fb6253071691d7ce5913d.jpg,126.0,4.861,Buen balance visual,"[{""number"":95}]",2025-09-12T05:34:58.353085Z,crop_train_15_jpg.rf.8490d9f6d2ecd94992a0c5a376952389.jpg
15_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\15_jpg.rf.a5d71bee969a867b742022a2c190b7a4.jpg,129.0,1.0,,2025-09-12T05:34:58.353062Z,/data/upload/2/6d57b742-15_jpg.rf.cb57dd8ba39fb6253071691d7ce5913d.jpg,126.0,4.861,Buen balance visual,"[{""number"":95}]",2025-09-12T05:34:58.353085Z,crop_train_15_jpg.rf.a5d71bee969a867b742022a2c190b7a4.jpg
15_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\15_jpg.rf.cb57dd8ba39fb6253071691d7ce5913d.jpg,129.0,1.0,,2025-09-12T05:34:58.353062Z,/data/upload/2/6d57b742-15_jpg.rf.cb57dd8ba39fb6253071691d7ce5913d.jpg,126.0,4.861,Buen balance visual,"[{""number"":95}]",2025-09-12T05:34:58.353085Z,crop_train_15_jpg.rf.cb57dd8ba39fb6253071691d7ce5913d.jpg
17_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\17_jpg.rf.71dfc2055a8b651d3b038fa9814c5f08.jpg,130.0,1.0,,2025-09-12T05:35:03.999604Z,/data/upload/2/a71b81dd-17_jpg.rf.fd6ebb88264a78c11e92010a45cb2ac5.jpg,127.0,5.063,Buen balance visual,"[{""number"":80}]",2025-09-12T05:35:03.999661Z,crop_train_17_jpg.rf.71dfc2055a8b651d3b038fa9814c5f08.jpg
17_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\17_jpg.rf.9980591834189518f55098c85f571826.jpg,130.0,1.0,,2025-09-12T05:35:03.999604Z,/data/upload/2/a71b81dd-17_jpg.rf.fd6ebb88264a78c11e92010a45cb2ac5.jpg,127.0,5.063,Buen balance visual,"[{""number"":80}]",2025-09-12T05:35:03.999661Z,crop_train_17_jpg.rf.9980591834189518f55098c85f571826.jpg
17_jpg,train,../../Detector completos/Dataset-Comida-Chilena-1\train\images\17_jpg.rf.fd6ebb88264a78c11e92010a45cb2ac5.jpg,130.0,1.0,,2025-09-12T05:35:03.999604Z,/data/upload/2/a71b81dd-17_jpg.rf.fd6ebb88264a78c11e92010a45cb2ac5.jpg,127.0,5.063,Buen balance visual,"[{""number"":80}]",2025-09-12T05:35:03.999661Z,crop_train_17_jpg.rf.fd6ebb88264a78c11e92010a45cb2ac5.jpg
